bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.04386328516985504,0.20943563490928435,120
test,FAR1,0.9171669943141034,0.1559100856135526,0.35313502484704284,0.9437133200932978,0.9714490826045891,120
test,GBT,1.086409974651529,-0.18846332027553223,0.6770989608332103,1.3682009129629604,1.1697012067032164,120
test,RF,0.9472444805000965,0.09859649707769487,0.34052598252719246,1.0304540167489455,1.0151128098634878,120
test,VAR,0.9168064374839342,0.15657157022608317,0.35317651777715064,0.9435740740490237,0.9713774107158472,120
test,media,1.0022841920199905,-0.015683692920401615,0.0,1.3178257325590568,1.1479659108871905,120
test,persistencia,1.1463070831829496,-0.3213647540712275,1.0087136348561545,1.2576370732469242,1.1214441908748398,120
train,(truncamiento FPCA),,,,0.041035003624233,0.20257098416168343,279
train,FAR1,0.9076096538064983,0.16608044592378376,0.3498085842769508,1.0365567353908014,1.0181143036962015,279
train,GBT,0.27630210882469797,0.9230815289936319,0.8275264281918248,0.1382227810968018,0.37178324477684815,279
train,RF,0.7885627623835502,0.3718993774263542,0.36890023483518775,0.8120884415454639,0.9011594983938548,279
train,VAR,0.9075979708946805,0.1661026791974449,0.34983711764565184,1.0365424276143227,1.0181072770657926,279
train,media,1.0001919079587822,-1.149499905136094e-05,0.0,1.6053307527534069,1.2670164769068344,279
train,persistencia,1.1377141759989036,-0.3369686722068284,0.9965412707606539,1.3681585184861484,1.1696830846370945,279
