-7.210119865972364206e-01,-1.494050802055885807e+00,-2.281742620797535537e+00
-7.366428227812236162e-01,-1.484092455556121015e+00,-2.151454288047460306e+00
-7.519652138546563114e-01,-1.473293007155862311e+00,-2.023811211463538484e+00
-7.669791598175342839e-01,-1.461652456855110804e+00,-1.898813391045771404e+00
-7.816846606698577560e-01,-1.449170804653864719e+00,-1.776460826794157510e+00
-7.960817164116267275e-01,-1.435848050552125166e+00,-1.656753518708697248e+00
-8.101703270428409764e-01,-1.421684194549891478e+00,-1.539691466789391283e+00
-8.239504925635008359e-01,-1.406679236647164544e+00,-1.425274671036238949e+00
-8.374222129736058617e-01,-1.390833176843943919e+00,-1.313503131449240469e+00
-8.505854882731562761e-01,-1.374146015140229382e+00,-1.204376848028395841e+00
-8.634403184621524119e-01,-1.356617751536021377e+00,-1.097895820773705733e+00
-8.759867035405938251e-01,-1.338248386031319459e+00,-9.940600496851690338e-01
-8.882246435084806269e-01,-1.319037918626124073e+00,-8.928695347627856327e-01
-9.001541383658128170e-01,-1.298986349320434774e+00,-7.943242760065566399e-01
-9.117751881125906177e-01,-1.278093678114251786e+00,-6.984242734164813893e-01
-9.230877927488136958e-01,-1.256359905007575328e+00,-6.051695269925599918e-01
-9.340919522744820513e-01,-1.233785030000404515e+00,-5.145600367347922255e-01
-9.447876666895961284e-01,-1.210369053092740677e+00,-4.265958026431787564e-01
-9.551749359941553719e-01,-1.186111974284582926e+00,-3.412768247177188630e-01
-9.652537601881602258e-01,-1.161013793575931485e+00,-2.586031029584127117e-01
-9.750241392716102462e-01,-1.135074510966786132e+00,-1.785746373652604968e-01
-9.844860732445057661e-01,-1.108294126457147311e+00,-1.011914279382623433e-01
-9.936395621068470074e-01,-1.080672640047014799e+00,-2.645347467741796660e-02
-1.002484605858633193e+00,-1.052210051736387930e+00,4.563922241727288304e-02
-1.011021204499865211e+00,-1.022906361525268260e+00,1.150866633458094840e-01
-1.019249358030542396e+00,-9.927615694136544544e-01,1.818888481081923358e-01
-1.027169066450665191e+00,-9.617756754015468479e-01,2.460457767044216260e-01
-1.034780329760233375e+00,-9.299486794889457730e-01,3.075574491344968964e-01
-1.042083147959246947e+00,-8.972805816758508968e-01,3.664238653984183136e-01
-1.049077521047705686e+00,-8.637713819622622191e-01,4.226450254961854891e-01
-1.055763449025610035e+00,-8.294210803481801841e-01,4.762209294277992000e-01
-1.062140931892959994e+00,-7.942296768336040147e-01,5.271515771932591132e-01
-1.068209969649755120e+00,-7.581971714185341549e-01,5.754369687925651178e-01
-1.073970562295995856e+00,-7.213235641029709377e-01,6.210771042257172692e-01
-1.079422709831681759e+00,-6.836088548869135861e-01,6.640719834927155674e-01
-1.084566412256813273e+00,-6.450530437703628772e-01,7.044216065935600124e-01
-1.089401669571390174e+00,-6.056561307533183669e-01,7.421259735282503822e-01
-1.093928481775412465e+00,-5.654181158357802772e-01,7.771850842967872319e-01
-1.098146848868880143e+00,-5.243389990177480531e-01,8.095989388991698954e-01
-1.102056770851793210e+00,-4.824187802992223051e-01,8.393675373353990388e-01
-1.105658247724151888e+00,-4.396574596802029222e-01,8.664908796054742179e-01
-1.108951279485955732e+00,-3.960550371606898490e-01,8.909689657093954329e-01
-1.111935866137205187e+00,-3.516115127406831964e-01,9.128017956471629057e-01
-1.114612007677900030e+00,-3.063268864201825759e-01,9.319893694187764144e-01
-1.116979704108040261e+00,-2.602011581991884870e-01,9.485316870242364029e-01
-1.119038955427625881e+00,-2.132343280777004024e-01,9.624287484635422052e-01
-1.120789761636656667e+00,-1.654263960557185165e-01,9.736805537366941543e-01
-1.122232122735133286e+00,-1.167773621332432871e-01,9.822871028436923613e-01
-1.123366038723055071e+00,-6.728722631027436729e-02,9.882483957845367151e-01
-1.124191509600422467e+00,-1.695598858681162877e-02,9.915644325592272157e-01
-1.124705184961485749e+00,3.399484058513840834e-02,9.922173265055074243e-01
-1.124886962371748345e+00,8.423619849353757016e-02,9.900997576498388186e-01
-1.124733491425460974e+00,1.335465746863786218e-01,9.851938393299648489e-01
-1.124244772122623415e+00,1.819259691636620768e-01,9.774995715458857370e-01
-1.123420804463235667e+00,2.293743819253884209e-01,9.670169542976010391e-01
-1.122261588447297953e+00,2.758918129715564604e-01,9.537459875851111990e-01
-1.120767124074810051e+00,3.214782623021677499e-01,9.376866714084159948e-01
-1.118937411345772182e+00,3.661337299172205961e-01,9.188390057675156486e-01
-1.116772450260183902e+00,4.098582158167159983e-01,8.972029906624099382e-01
-1.114272240818045656e+00,4.526517200006543451e-01,8.727786260930987527e-01
-1.111436783019357222e+00,4.945142424690343597e-01,8.455659120595825362e-01
-1.108266076864119043e+00,5.354457832218574298e-01,8.155648485618607335e-01
-1.104760122352330232e+00,5.754463422591225008e-01,7.827754355999338998e-01
-1.100918919483991676e+00,6.145159195808301833e-01,7.471976731738014799e-01
-1.096742468259102932e+00,6.526545151869799222e-01,7.088315612834640289e-01
-1.092230768677664221e+00,6.898621290775720505e-01,6.676770999289213249e-01
-1.087383820739675322e+00,7.261387612526070123e-01,6.237342891101730347e-01
-1.082201624445136012e+00,7.614844117120838085e-01,5.770031288272197134e-01
-1.076684179794046736e+00,7.958990804560035492e-01,5.274836190800606950e-01
-1.070831486786407494e+00,8.293827674843653464e-01,4.751757598686968120e-01
-1.064643545422218063e+00,8.619354727971697550e-01,4.200795511931271209e-01
-1.058120355701478665e+00,8.935571963944163310e-01,3.621949930533527873e-01
-1.051261917624189079e+00,9.242479382761050744e-01,3.015220854493729785e-01
-1.044068231190349305e+00,9.540076984422367623e-01,2.380608283811873060e-01
-1.036539296399959342e+00,9.828364768928103956e-01,1.718112218487970466e-01
-1.028675113253019413e+00,1.010734273627826640e+00,1.027732658522007569e-01
-1.020475681749529517e+00,1.037701088647285053e+00,3.094696039139985602e-02
-1.011941001889489211e+00,1.063736921951185854e+00,-4.366769453360626330e-02
-1.003071073672898939e+00,1.088841773539529489e+00,-1.210706989228184927e-01
-9.938658970997585884e-01,1.113015643412315070e+00,-2.012620527762352118e-01
-9.843254721700681609e-01,1.136258531569543484e+00,-2.842417560938580445e-01
-9.744497988838275448e-01,1.158570438011213843e+00,-3.700098088756854087e-01
-9.642388772410367404e-01,1.179951362737326814e+00,-4.585662111217188031e-01
-9.536927072416960804e-01,1.200401305747881953e+00,-5.499109628319566179e-01
-9.428112888858051210e-01,1.219920267042879702e+00,-6.440440640063997968e-01
-9.315946221733640842e-01,1.238508246622319842e+00,-7.409655146450494501e-01
-9.200427071043730809e-01,1.256165244486202148e+00,-8.406753147479030241e-01
-9.081555436788316671e-01,1.272891260634527066e+00,-9.431734643149630726e-01
-8.959331318967405089e-01,1.288686295067294374e+00,-1.048459963346227486e+00
-8.833754717580989402e-01,1.303550347784504071e+00,-1.156534811841698263e+00
-8.704825632629072940e-01,1.317483418786155935e+00,-1.267398009801373071e+00
-8.572544064111657924e-01,1.330485508072250411e+00,-1.381049557225253244e+00
-8.436910012028738803e-01,1.342556615642787277e+00,-1.497489454113340113e+00
-8.297923476380321128e-01,1.353696741497766309e+00,-1.616717700465630569e+00
-8.155584457166400458e-01,1.363905885637187954e+00,-1.738734296282128167e+00
-8.009892954386980124e-01,1.373184048061051987e+00,-1.863539241562829574e+00
-7.860848968042057905e-01,1.381531228769358188e+00,-1.991132536307735901e+00
-7.708452498131634911e-01,1.388947427762107001e+00,-2.121514180516849368e+00
-7.552703544655711143e-01,1.395432645039298203e+00,-2.254684174190166424e+00
-7.393602107614286600e-01,1.400986880600931572e+00,-2.390642517327688843e+00
